tau_sat,b,tau_0,gamma_0,n,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30
100.0,4.0,100.0,3.333e-05,4.0,0.5,-2.8643e-15,296.57,328.44,358.14,382.8,402.81,418.99,432.07,442.63,451.15,458.03,463.58,468.05,471.66,474.58,476.94,478.85,480.41,481.68,482.73,483.6,484.33,484.96,485.5,485.98,486.4,486.8,487.17,487.51,487.86
100.0,4.0,100.0,3.333e-05,5.0,0.5,-4.1863e-15,305.87,338.29,368.77,394.25,415.07,432.04,445.87,457.14,466.32,473.81,479.92,484.91,489.01,492.36,495.12,497.4,499.29,500.88,502.22,503.35,504.33,505.18,505.93,506.6,507.21,507.78,508.31,508.81,509.29
100.0,4.0,100.0,3.333e-05,6.0,0.5,0.0,311.55,344.29,375.26,401.28,422.66,440.17,454.53,466.3,475.96,483.9,490.42,495.8,500.24,503.92,506.97,509.52,511.66,513.46,515.0,516.32,517.47,518.47,519.36,520.17,520.89,521.57,522.2,522.79,523.37
100.0,4.0,100.0,3.333e-05,7.0,0.5,-4.8473e-15,315.24,348.19,379.48,405.88,427.64,445.54,460.29,472.43,482.45,490.72,497.56,503.23,507.93,511.85,515.11,517.86,520.18,522.15,523.83,525.29,526.55,527.67,528.67,529.55,530.37,531.12,531.82,532.47,533.11
100.0,4.0,100.0,3.333e-05,8.0,0.5,-6.6099e-15,317.75,350.82,382.34,409.0,431.04,449.24,464.28,476.71,487.0,495.53,502.61,508.5,513.4,517.5,520.94,523.84,526.29,528.38,530.18,531.73,533.09,534.29,535.35,536.31,537.18,537.98,538.73,539.44,540.1
100.0,4.0,100.0,3.333e-05,9.0,0.5,-3.0846e-15,319.51,352.66,384.34,411.19,433.45,451.86,467.13,479.78,490.29,499.03,506.3,512.35,517.41,521.66,525.23,528.25,530.81,533.0,534.88,536.51,537.93,539.19,540.31,541.32,542.23,543.08,543.86,544.6,545.29
100.0,4.0,100.0,3.333e-05,10.0,0.5,-9.0335e-15,320.73,353.93,385.72,412.72,435.14,453.74,469.17,482.01,492.7,501.6,509.02,515.23,520.42,524.78,528.46,531.57,534.22,536.48,538.44,540.13,541.61,542.91,544.07,545.12,546.06,546.94,547.75,548.49,549.21
100.0,4.0,100.0,3.333e-05,11.0,0.5,-2.2033e-16,319.93,353.5,385.61,412.9,435.61,454.47,470.15,483.23,494.13,503.24,510.83,517.19,522.53,527.01,530.79,534.0,536.74,539.08,541.1,542.85,544.38,545.74,546.94,548.02,548.99,549.88,550.71,551.48,552.21
100.0,4.0,100.0,3.333e-05,12.0,0.5,-1.0356e-14,319.77,353.52,385.8,413.28,436.17,455.2,471.05,484.29,495.36,504.6,512.33,518.8,524.24,528.82,532.69,535.98,538.77,541.17,543.24,545.04,546.61,548.0,549.22,550.32,551.32,552.23,553.07,553.85,554.58
100.0,4.0,100.0,3.333e-05,13.0,0.5,-4.6269e-15,320.13,353.92,386.26,413.82,436.79,455.93,471.89,485.23,496.4,505.74,513.56,520.12,525.64,530.28,534.22,537.57,540.41,542.86,544.97,546.8,548.39,549.81,551.06,552.18,553.19,554.1,554.95,555.73,556.47
100.0,4.0,100.0,3.333e-05,14.0,0.5,4.4066e-16,320.48,354.26,386.63,414.24,437.29,456.5,472.53,485.97,497.22,506.64,514.55,521.17,526.75,531.46,535.45,538.84,541.73,544.21,546.36,548.21,549.83,551.27,552.53,553.66,554.69,555.61,556.46,557.25,557.98
100.0,4.0,100.0,3.333e-05,15.0,0.5,1.5423e-15,320.6,354.41,386.82,414.48,437.58,456.86,472.97,486.49,497.82,507.32,515.28,521.98,527.62,532.38,536.41,539.85,542.78,545.29,547.46,549.34,550.99,552.44,553.72,554.86,555.89,556.82,557.68,558.46,559.19
100.0,4.0,100.0,3.333e-05,16.0,0.5,3.5253e-15,320.76,354.55,386.98,414.67,437.82,457.16,473.33,486.91,498.31,507.87,515.89,522.65,528.34,533.14,537.21,540.68,543.64,546.19,548.38,550.28,551.94,553.41,554.7,555.85,556.89,557.82,558.67,559.46,560.18
100.0,4.0,100.0,3.333e-05,17.0,0.5,-3.3049e-15,320.79,354.59,387.03,414.75,437.95,457.35,473.57,487.21,498.67,508.29,516.37,523.17,528.9,533.75,537.86,541.36,544.34,546.92,549.12,551.05,552.73,554.2,555.51,556.66,557.7,558.64,559.49,560.27,560.99
100.0,4.0,100.0,3.333e-05,18.0,0.5,-7.0506e-15,320.8,354.62,387.06,414.81,438.04,457.46,473.74,487.43,498.95,508.61,516.75,523.59,529.36,534.24,538.39,541.9,544.92,547.51,549.74,551.68,553.37,554.85,556.17,557.33,558.37,559.31,560.16,560.94,561.65
100.0,4.0,100.0,3.333e-05,19.0,0.5,3.3049e-15,320.71,354.54,387.02,414.78,438.04,457.52,473.83,487.57,499.14,508.86,517.03,523.91,529.72,534.63,538.8,542.36,545.39,548.0,550.25,552.2,553.9,555.39,556.71,557.88,558.93,559.86,560.71,561.48,562.18
100.0,4.0,100.0,3.333e-05,20.0,0.5,4.4066e-16,320.75,354.56,387.02,414.8,438.08,457.58,473.93,487.7,499.31,509.08,517.28,524.2,530.03,534.98,539.16,542.74,545.79,548.42,550.68,552.64,554.35,555.85,557.17,558.34,559.39,560.32,561.17,561.94,562.63
100.0,8.0,100.0,3.333e-05,1.0,0.5,-2.644e-15,172.74,200.98,219.45,230.86,237.77,241.96,244.48,246.01,246.95,247.51,247.86,248.07,248.21,248.28,248.34,248.37,248.38,248.39,248.4,248.41,248.41,248.41,248.41,248.41,248.41,248.41,248.41,248.41,248.41
100.0,8.0,100.0,3.333e-05,2.0,0.5,2.2033e-15,273.11,316.72,346.91,366.45,378.77,386.43,391.13,393.91,395.49,396.3,396.62,396.62,396.44,396.14,395.77,395.37,394.94,394.5,394.07,393.64,393.23,392.83,392.44,392.06,391.7,391.36,391.03,390.72,390.43
100.0,8.0,100.0,3.333e-05,3.0,0.5,-5.0676e-15,311.03,359.78,394.56,417.69,432.69,442.3,448.36,452.12,454.37,455.64,456.29,456.54,456.53,456.37,456.13,455.84,455.53,455.23,454.94,454.67,454.42,454.2,454.01,453.85,453.71,453.61,453.54,453.48,453.47
100.0,8.0,100.0,3.333e-05,4.0,0.5,0.0,329.0,380.04,417.13,442.23,458.83,469.7,476.75,481.28,484.15,485.92,486.97,487.57,487.87,488.0,488.02,487.98,487.92,487.85,487.8,487.76,487.74,487.75,487.79,487.85,487.94,488.06,488.19,488.36,488.55
100.0,8.0,100.0,3.333e-05,5.0,0.5,3.3049e-15,338.89,391.17,429.63,455.97,473.61,485.35,493.13,498.25,501.61,503.79,505.2,506.11,506.69,507.06,507.31,507.49,507.63,507.75,507.88,508.01,508.16,508.33,508.52,508.73,508.96,509.21,509.48,509.76,510.08
100.0,8.0,100.0,3.333e-05,6.0,0.5,-1.7626e-15,344.89,397.92,437.26,464.42,482.79,495.17,503.47,509.04,512.78,515.28,516.98,518.13,518.94,519.51,519.93,520.28,520.56,520.83,521.08,521.34,521.6,521.88,522.17,522.48,522.8,523.14,523.48,523.86,524.24
